assign_edges,average_branching,comparison_edges,constants,edges,main_automaton_nodes,max_branching,nodes,reachability_edges,reachability_subautomatons,repeat_nodes,repeat_or_unique_nodes,skip_edges,state_size,tag_edges,typedefs,unique_nodes,variables,game,language,flags
1002,1.2553990610328638,728,20,4011,972,16,3220,80,24,0,0,1901,2526,300,24,0,11,chess,rbg,none
555,1.7391304347826086,728,29,1840,421,16,1071,52,12,0,0,395,1486,110,24,0,10,chess,rbg,--compact-comparisons
555,1.7391304347826086,728,29,1840,421,16,1071,52,12,0,0,395,1486,110,24,0,10,chess,rbg,--compact-reachability
559,1.3054820415879016,726,29,3461,832,16,2660,60,14,0,0,1998,1486,118,24,0,10,chess,rbg,--compact-skip-edges
665,1.667802385008518,716,18,1958,425,16,1191,72,16,0,0,395,1486,110,24,0,10,chess,rbg,--inline-assignment
555,1.7308411214953272,716,29,1852,421,16,1095,76,24,0,0,395,1486,110,24,0,10,chess,rbg,--inline-reachability
555,1.7382297551789077,726,29,1846,421,16,1077,60,14,0,0,395,1486,110,24,0,10,chess,rbg,--join-exclusive-edges
555,1.66394779771615,728,29,2040,461,16,1239,52,12,0,0,587,1486,118,24,0,10,chess,rbg,--join-fork-prefixes
570,1.72073732718894,740,29,1867,438,16,1098,52,12,0,0,395,1486,110,24,0,10,chess,rbg,--join-fork-suffixes
555,1.7391304347826086,728,18,1840,421,16,1071,52,12,0,0,395,1486,110,24,0,10,chess,rbg,--merge-accesses
555,1.7391304347826086,728,29,1840,421,16,1071,52,12,0,0,395,1486,110,24,0,10,chess,rbg,--propagate-constants
555,1.7391304347826086,728,29,1840,421,16,1071,52,12,0,0,395,1486,110,24,0,10,chess,rbg,--prune-self-loops
555,1.7391304347826086,728,29,1840,421,16,1071,52,12,0,0,395,1486,110,24,0,10,chess,rbg,--prune-singleton-types
555,1.7287977632805218,736,29,1855,421,16,1098,58,12,0,0,396,1486,110,24,0,10,chess,rbg,--prune-unreachable-nodes
555,1.7391304347826086,728,31,1840,421,16,1071,52,12,0,0,395,1486,110,24,0,10,chess,rbg,--prune-unused-constants
653,1.6718213058419245,728,31,1946,527,16,1177,52,12,0,0,395,2526,118,24,0,11,chess,rbg,--prune-unused-variables
555,1.7377358490566035,728,29,1842,423,16,1073,52,12,0,0,395,1486,112,24,0,10,chess,rbg,--reorder-conditions
555,1.7391304347826086,728,29,1840,421,16,1071,52,12,0,0,321,1486,184,24,0,10,chess,rbg,--skip-artificial-tags
557,1.7148080438756856,728,29,1876,457,16,1107,52,12,0,0,395,1486,144,24,0,10,chess,rbg,--skip-redundant-tags
555,1.7391304347826086,728,29,1840,421,16,1071,52,12,0,0,395,1486,110,24,0,10,chess,rbg,--skip-self-assignments
555,1.7391304347826086,728,29,1840,421,16,1071,52,12,0,0,395,1486,110,24,0,10,chess,rbg,--skip-self-comparisons
555,1.7391304347826086,728,29,1840,421,16,1071,52,12,0,0,395,1486,110,24,0,10,chess,rbg,--skip-unused-tags
297,1.644483362521891,296,16,939,358,16,584,24,12,0,0,236,1180,86,20,0,8,chessQuick5x6_kingCapture,rbg,--enable-all-optimizations
410,1.2802741812642802,290,16,1681,650,16,1332,36,18,0,0,755,1180,190,20,0,8,chessQuick5x6_kingCapture,rbg,none
297,1.644483362521891,296,16,939,358,16,584,24,12,0,0,236,1180,86,20,0,8,chessQuick5x6_kingCapture,rbg,--compact-comparisons
297,1.644483362521891,296,16,939,358,16,584,24,12,0,0,236,1180,86,20,0,8,chessQuick5x6_kingCapture,rbg,--compact-reachability
297,1.3439252336448595,296,16,1438,550,16,1083,24,12,0,0,735,1180,86,20,0,8,chessQuick5x6_kingCapture,rbg,--compact-skip-edges
400,1.5435745937961596,290,16,1045,358,16,692,32,14,0,0,237,1180,86,20,0,8,chessQuick5x6_kingCapture,rbg,--inline-assignment
297,1.6377816291161178,290,16,945,358,16,596,36,18,0,0,236,1180,86,20,0,8,chessQuick5x6_kingCapture,rbg,--inline-reachability
297,1.644483362521891,296,16,939,358,16,584,24,12,0,0,236,1180,86,20,0,8,chessQuick5x6_kingCapture,rbg,--join-exclusive-edges
297,1.579527559055118,296,16,1003,390,16,648,24,12,0,0,300,1180,86,20,0,8,chessQuick5x6_kingCapture,rbg,--join-fork-prefixes
302,1.6388888888888888,296,16,944,363,16,589,24,12,0,0,236,1180,86,20,0,8,chessQuick5x6_kingCapture,rbg,--join-fork-suffixes
297,1.644483362521891,296,16,939,358,16,584,24,12,0,0,236,1180,86,20,0,8,chessQuick5x6_kingCapture,rbg,--merge-accesses
297,1.644483362521891,296,16,939,358,16,584,24,12,0,0,236,1180,86,20,0,8,chessQuick5x6_kingCapture,rbg,--propagate-constants
297,1.644483362521891,296,16,939,358,16,584,24,12,0,0,236,1180,86,20,0,8,chessQuick5x6_kingCapture,rbg,--prune-self-loops
297,1.644483362521891,296,16,939,358,16,584,24,12,0,0,236,1180,86,20,0,8,chessQuick5x6_kingCapture,rbg,--prune-singleton-types
297,1.6333907056798622,304,16,949,358,16,600,24,12,0,0,238,1180,86,20,0,8,chessQuick5x6_kingCapture,rbg,--prune-unreachable-nodes
297,1.644483362521891,296,16,939,358,16,584,24,12,0,0,236,1180,86,20,0,8,chessQuick5x6_kingCapture,rbg,--prune-unused-constants
297,1.644483362521891,296,16,939,358,16,584,24,12,0,0,236,1180,86,20,0,8,chessQuick5x6_kingCapture,rbg,--prune-unused-variables
297,1.644483362521891,296,16,939,358,16,584,24,12,0,0,236,1180,86,20,0,8,chessQuick5x6_kingCapture,rbg,--reorder-conditions
297,1.644483362521891,296,16,939,358,16,584,24,12,0,0,192,1180,130,20,0,8,chessQuick5x6_kingCapture,rbg,--skip-artificial-tags
297,1.627986348122867,296,16,954,372,16,599,24,12,0,0,237,1180,100,20,0,8,chessQuick5x6_kingCapture,rbg,--skip-redundant-tags
297,1.644483362521891,296,16,939,358,16,584,24,12,0,0,236,1180,86,20,0,8,chessQuick5x6_kingCapture,rbg,--skip-self-assignments
297,1.644483362521891,296,16,939,358,16,584,24,12,0,0,236,1180,86,20,0,8,chessQuick5x6_kingCapture,rbg,--skip-self-comparisons
297,1.644483362521891,296,16,939,358,16,584,24,12,0,0,236,1180,86,20,0,8,chessQuick5x6_kingCapture,rbg,--skip-unused-tags
35,1.288888888888889,10,4,58,35,4,50,8,4,0,0,1,465,4,14,0,5,foxAndHounds-10x10,rbg,--enable-all-optimizations
78,1.0861244019138756,10,6,227,107,4,220,20,10,0,0,105,719,14,14,0,7,foxAndHounds-10x10,rbg,none
35,1.288888888888889,10,4,58,35,4,50,8,4,0,0,1,465,4,14,0,5,foxAndHounds-10x10,rbg,--compact-comparisons
35,1.288888888888889,10,4,58,35,4,50,8,4,0,0,1,465,4,14,0,5,foxAndHounds-10x10,rbg,--compact-reachability
35,1.127659574468085,10,4,159,91,4,150,18,8,0,0,92,465,4,14,0,5,foxAndHounds-10x10,rbg,--compact-skip-edges
45,1.293103448275862,9,4,75,39,4,67,16,8,0,0,1,465,4,14,0,5,foxAndHounds-10x10,rbg,--inline-assignment
35,1.3272727272727274,10,4,73,39,4,66,20,10,0,0,4,465,4,14,0,5,foxAndHounds-10x10,rbg,--inline-reachability
35,1.319148936170213,10,4,62,36,4,53,12,5,0,0,1,465,4,14,0,5,foxAndHounds-10x10,rbg,--join-exclusive-edges
35,1.288888888888889,10,4,58,35,4,50,8,4,0,0,1,465,4,14,0,5,foxAndHounds-10x10,rbg,--join-fork-prefixes
38,1.2708333333333333,10,4,61,38,4,53,8,4,0,0,1,465,4,14,0,5,foxAndHounds-10x10,rbg,--join-fork-suffixes
35,1.288888888888889,10,4,58,35,4,50,8,4,0,0,1,465,4,14,0,5,foxAndHounds-10x10,rbg,--merge-accesses
35,1.288888888888889,10,4,58,35,4,50,8,4,0,0,1,465,4,14,0,5,foxAndHounds-10x10,rbg,--propagate-constants
35,1.288888888888889,10,4,58,35,4,50,8,4,0,0,1,465,4,14,0,5,foxAndHounds-10x10,rbg,--prune-self-loops
35,1.288888888888889,10,4,58,35,4,50,8,4,0,0,1,465,4,14,0,5,foxAndHounds-10x10,rbg,--prune-singleton-types
35,1.25,10,4,65,35,4,63,10,4,0,0,6,465,4,14,0,5,foxAndHounds-10x10,rbg,--prune-unreachable-nodes
35,1.288888888888889,10,6,58,35,4,50,8,4,0,0,1,465,4,14,0,5,foxAndHounds-10x10,rbg,--prune-unused-constants
45,1.2363636363636363,10,6,68,45,4,60,8,4,0,0,1,719,4,14,0,7,foxAndHounds-10x10,rbg,--prune-unused-variables
35,1.288888888888889,10,4,58,35,4,50,8,4,0,0,1,465,4,14,0,5,foxAndHounds-10x10,rbg,--reorder-conditions
35,1.288888888888889,10,4,58,35,4,50,8,4,0,0,0,465,5,14,0,5,foxAndHounds-10x10,rbg,--skip-artificial-tags
35,1.2452830188679245,10,4,66,43,4,58,8,4,0,0,1,465,12,14,0,5,foxAndHounds-10x10,rbg,--skip-redundant-tags
35,1.288888888888889,10,4,58,35,4,50,8,4,0,0,1,465,4,14,0,5,foxAndHounds-10x10,rbg,--skip-self-assignments
35,1.288888888888889,10,4,58,35,4,50,8,4,0,0,1,465,4,14,0,5,foxAndHounds-10x10,rbg,--skip-self-comparisons
35,1.288888888888889,10,4,58,35,4,50,8,4,0,0,1,465,4,14,0,5,foxAndHounds-10x10,rbg,--skip-unused-tags
555,1.7391304347826086,728,29,1840,421,16,1071,52,12,0,0,395,1486,110,20,0,10,chessCylinder,rbg,--enable-all-optimizations
1002,1.2553990610328638,728,20,4011,972,16,3220,80,24,0,0,1901,2526,300,20,0,11,chessCylinder,rbg,none
555,1.7391304347826086,728,29,1840,421,16,1071,52,12,0,0,395,1486,110,20,0,10,chessCylinder,rbg,--compact-comparisons
555,1.7391304347826086,728,29,1840,421,16,1071,52,12,0,0,395,1486,110,20,0,10,chessCylinder,rbg,--compact-reachability
559,1.3054820415879016,726,29,3461,832,16,2660,60,14,0,0,1998,1486,118,20,0,10,chessCylinder,rbg,--compact-skip-edges
665,1.667802385008518,716,18,1958,425,16,1191,72,16,0,0,395,1486,110,20,0,10,chessCylinder,rbg,--inline-assignment
555,1.7308411214953272,716,29,1852,421,16,1095,76,24,0,0,395,1486,110,20,0,10,chessCylinder,rbg,--inline-reachability
555,1.7382297551789077,726,29,1846,421,16,1077,60,14,0,0,395,1486,110,20,0,10,chessCylinder,rbg,--join-exclusive-edges
555,1.66394779771615,728,29,2040,461,16,1239,52,12,0,0,587,1486,118,20,0,10,chessCylinder,rbg,--join-fork-prefixes
570,1.72073732718894,740,29,1867,438,16,1098,52,12,0,0,395,1486,110,20,0,10,chessCylinder,rbg,--join-fork-suffixes
555,1.7391304347826086,728,18,1840,421,16,1071,52,12,0,0,395,1486,110,20,0,10,chessCylinder,rbg,--merge-accesses
555,1.7391304347826086,728,29,1840,421,16,1071,52,12,0,0,395,1486,110,20,0,10,chessCylinder,rbg,--propagate-constants
555,1.7391304347826086,728,29,1840,421,16,1071,52,12,0,0,395,1486,110,20,0,10,chessCylinder,rbg,--prune-self-loops
555,1.7391304347826086,728,29,1840,421,16,1071,52,12,0,0,395,1486,110,20,0,10,chessCylinder,rbg,--prune-singleton-types
555,1.7287977632805218,736,29,1855,421,16,1098,58,12,0,0,396,1486,110,20,0,10,chessCylinder,rbg,--prune-unreachable-nodes
555,1.7391304347826086,728,31,1840,421,16,1071,52,12,0,0,395,1486,110,20,0,10,chessCylinder,rbg,--prune-unused-constants
653,1.6718213058419245,728,31,1946,527,16,1177,52,12,0,0,395,2526,118,20,0,11,chessCylinder,rbg,--prune-unused-variables
555,1.7377358490566035,728,29,1842,423,16,1073,52,12,0,0,395,1486,112,20,0,10,chessCylinder,rbg,--reorder-conditions
555,1.7391304347826086,728,29,1840,421,16,1071,52,12,0,0,321,1486,184,20,0,10,chessCylinder,rbg,--skip-artificial-tags
557,1.7148080438756856,728,29,1876,457,16,1107,52,12,0,0,395,1486,144,20,0,10,chessCylinder,rbg,--skip-redundant-tags
555,1.7391304347826086,728,29,1840,421,16,1071,52,12,0,0,395,1486,110,20,0,10,chessCylinder,rbg,--skip-self-assignments
555,1.7391304347826086,728,29,1840,421,16,1071,52,12,0,0,395,1486,110,20,0,10,chessCylinder,rbg,--skip-self-comparisons
555,1.7391304347826086,728,29,1840,421,16,1071,52,12,0,0,395,1486,110,20,0,10,chessCylinder,rbg,--skip-unused-tags
199,1.5360824742268042,252,10,596,219,12,405,38,16,0,0,33,462,74,15,0,6,englishDraughts,rbg,--enable-all-optimizations
566,1.1345816266822704,308,8,1939,662,8,1754,82,40,0,0,813,692,170,15,0,8,englishDraughts,rbg,none
199,1.5360824742268042,252,10,596,219,12,405,38,16,0,0,33,462,74,15,0,6,englishDraughts,rbg,--compact-comparisons
199,1.5360824742268042,252,10,596,219,12,405,38,16,0,0,33,462,74,15,0,6,englishDraughts,rbg,--compact-reachability
211,1.1955947136563876,256,10,1365,506,5,1158,66,24,0,0,754,462,78,15,0,6,englishDraughts,rbg,--compact-skip-edges
277,1.4670912951167727,228,6,691,227,5,496,62,24,0,0,50,462,74,15,0,6,englishDraughts,rbg,--inline-assignment
203,1.5046296296296295,258,10,650,227,12,473,74,40,0,0,41,462,74,15,0,6,englishDraughts,rbg,--inline-reachability
199,1.5477386934673367,252,10,616,223,12,419,58,20,0,0,33,462,74,15,0,6,englishDraughts,rbg,--join-exclusive-edges
227,1.4759825327510918,264,10,676,263,12,475,42,16,0,0,65,462,78,15,0,6,englishDraughts,rbg,--join-fork-prefixes
240,1.4324324324324325,304,10,689,280,12,498,38,16,0,0,33,462,74,15,0,6,englishDraughts,rbg,--join-fork-suffixes
199,1.5360824742268042,252,6,596,219,12,405,38,16,0,0,33,462,74,15,0,6,englishDraughts,rbg,--merge-accesses
199,1.5360824742268042,252,10,596,219,12,405,38,16,0,0,33,462,74,15,0,6,englishDraughts,rbg,--propagate-constants
199,1.5360824742268042,252,10,596,219,12,405,38,16,0,0,33,462,74,15,0,6,englishDraughts,rbg,--prune-self-loops
199,1.5360824742268042,252,10,596,219,12,405,38,16,0,0,33,462,74,15,0,6,englishDraughts,rbg,--prune-singleton-types
275,1.4805914972273568,326,10,801,219,12,586,48,16,0,0,78,462,74,15,0,6,englishDraughts,rbg,--prune-unreachable-nodes
199,1.5360824742268042,252,12,596,219,12,405,38,16,0,0,33,462,74,15,0,6,englishDraughts,rbg,--prune-unused-constants
331,1.3969465648854962,252,12,732,299,12,541,38,16,0,0,33,692,78,15,0,8,englishDraughts,rbg,--prune-unused-variables
199,1.530612244897959,252,10,600,223,12,409,38,16,0,0,33,462,78,15,0,6,englishDraughts,rbg,--reorder-conditions
199,1.5360824742268042,252,10,596,219,12,405,38,16,0,0,1,462,106,15,0,6,englishDraughts,rbg,--skip-artificial-tags
205,1.507177033492823,252,10,630,244,12,439,46,20,0,0,38,462,89,15,0,6,englishDraughts,rbg,--skip-redundant-tags
199,1.5360824742268042,252,10,596,219,12,405,38,16,0,0,33,462,74,15,0,6,englishDraughts,rbg,--skip-self-assignments
199,1.5360824742268042,252,10,596,219,12,405,38,16,0,0,33,462,74,15,0,6,englishDraughts,rbg,--skip-self-comparisons
199,1.52,252,10,608,219,12,417,38,16,0,0,33,462,86,15,0,6,englishDraughts,rbg,--skip-unused-tags
37,1.8823529411764703,12,6,64,23,7,41,12,6,0,0,1,820,2,13,0,5,hex,rbg,--enable-all-optimizations
64,1.1895734597156398,12,8,251,58,6,228,32,16,0,0,139,1429,4,13,0,7,hex,rbg,none
37,1.8823529411764703,12,6,64,23,7,41,12,6,0,0,1,820,2,13,0,5,hex,rbg,--compact-comparisons
37,1.7894736842105263,12,6,68,23,7,45,12,6,0,0,5,820,2,13,0,5,hex,rbg,--compact-reachability
41,1.3564356435643563,12,6,138,48,7,110,24,8,0,0,59,820,2,13,0,5,hex,rbg,--compact-skip-edges
43,1.6956521739130437,12,6,78,25,7,59,20,12,0,0,1,820,2,13,0,5,hex,rbg,--inline-assignment
41,1.6923076923076923,12,6,88,25,7,69,32,16,0,0,1,820,2,13,0,5,hex,rbg,--inline-reachability
39,1.8571428571428572,12,6,78,25,7,51,24,8,0,0,1,820,2,13,0,5,hex,rbg,--join-exclusive-edges
41,1.7142857142857142,12,6,96,25,6,65,24,8,0,0,17,820,2,13,0,5,hex,rbg,--join-fork-prefixes
40,1.8108108108108107,12,6,67,26,7,44,12,6,0,0,1,820,2,13,0,5,hex,rbg,--join-fork-suffixes
37,1.8823529411764703,12,6,64,23,7,41,12,6,0,0,1,820,2,13,0,5,hex,rbg,--merge-accesses
37,1.8823529411764703,12,6,64,23,7,41,12,6,0,0,1,820,2,13,0,5,hex,rbg,--propagate-constants
37,1.8823529411764703,12,6,64,23,7,41,12,6,0,0,1,820,2,13,0,5,hex,rbg,--prune-self-loops
37,1.8823529411764703,12,6,64,23,7,41,12,6,0,0,1,820,2,13,0,5,hex,rbg,--prune-singleton-types
41,1.5818181818181818,16,6,87,23,7,72,20,6,0,0,8,820,2,13,0,5,hex,rbg,--prune-unreachable-nodes
37,1.8823529411764703,12,8,64,23,7,41,12,6,0,0,1,820,2,13,0,5,hex,rbg,--prune-unused-constants
41,1.7894736842105263,12,8,68,27,7,45,12,6,0,0,1,1429,2,13,0,7,hex,rbg,--prune-unused-variables
37,1.8823529411764703,12,6,64,23,7,41,12,6,0,0,1,820,2,13,0,5,hex,rbg,--reorder-conditions
37,1.8823529411764703,12,6,64,23,7,41,12,6,0,0,1,820,2,13,0,5,hex,rbg,--skip-artificial-tags
37,1.8333333333333333,12,6,66,25,7,43,12,6,0,0,1,820,4,13,0,5,hex,rbg,--skip-redundant-tags
37,1.8823529411764703,12,6,64,23,7,41,12,6,0,0,1,820,2,13,0,5,hex,rbg,--skip-self-assignments
37,1.8823529411764703,12,6,64,23,7,41,12,6,0,0,1,820,2,13,0,5,hex,rbg,--skip-self-comparisons
37,1.8823529411764703,12,6,64,23,7,41,12,6,0,0,1,820,2,13,0,5,hex,rbg,--skip-unused-tags
416,1.1956521739130437,232,33,880,445,8,742,16,5,0,0,80,11689,136,18,0,6,paperSoccer,rbg,--enable-all-optimizations
1098,1.0701474691111996,264,11,2685,1081,8,2521,22,11,0,0,971,20873,330,18,0,7,paperSoccer,rbg,none
416,1.1956521739130437,232,33,880,445,8,742,16,5,0,0,80,11689,136,18,0,6,paperSoccer,rbg,--compact-comparisons
416,1.1956521739130437,232,33,880,445,8,742,16,5,0,0,80,11689,136,18,0,6,paperSoccer,rbg,--compact-reachability
480,1.0846040334481062,264,33,2207,915,8,2039,16,5,0,0,1311,11689,136,18,0,6,paperSoccer,rbg,--compact-skip-edges
529,1.1696113074204948,232,9,993,461,8,855,16,5,0,0,80,11689,136,18,0,6,paperSoccer,rbg,--inline-assignment
480,1.2123456790123457,264,33,982,445,8,822,22,11,0,0,80,11689,136,18,0,6,paperSoccer,rbg,--inline-reachability
416,1.1956521739130437,232,33,880,445,8,742,16,5,0,0,80,11689,136,18,0,6,paperSoccer,rbg,--join-exclusive-edges
480,1.2156862745098038,264,33,992,451,24,822,16,5,0,0,96,11689,136,18,0,6,paperSoccer,rbg,--join-fork-prefixes
427,1.1927710843373494,232,33,891,456,8,753,16,5,0,0,80,11689,136,18,0,6,paperSoccer,rbg,--join-fork-suffixes
416,1.1956521739130437,232,9,880,445,8,742,16,5,0,0,80,11689,136,18,0,6,paperSoccer,rbg,--merge-accesses
416,1.1956521739130437,232,33,880,445,8,742,16,5,0,0,80,11689,136,18,0,6,paperSoccer,rbg,--propagate-constants
416,1.1956521739130437,232,33,880,445,8,742,16,5,0,0,80,11689,136,18,0,6,paperSoccer,rbg,--prune-self-loops
416,1.1956521739130437,232,33,880,445,8,742,16,5,0,0,80,11689,136,18,0,6,paperSoccer,rbg,--prune-singleton-types
512,1.2198581560283688,286,33,1032,445,8,858,16,5,0,0,82,11689,136,18,0,6,paperSoccer,rbg,--prune-unreachable-nodes
416,1.1956521739130437,232,35,880,445,8,742,16,5,0,0,80,11689,136,18,0,6,paperSoccer,rbg,--prune-unused-constants
770,1.1321100917431193,232,35,1234,639,8,1096,16,5,0,0,80,20873,136,18,0,7,paperSoccer,rbg,--prune-unused-variables
416,1.1956521739130437,232,33,880,445,8,742,16,5,0,0,80,11689,136,18,0,6,paperSoccer,rbg,--reorder-conditions
416,1.1956521739130437,232,33,880,445,8,742,16,5,0,0,0,11689,216,18,0,6,paperSoccer,rbg,--skip-artificial-tags
416,1.187012987012987,232,33,914,479,8,776,16,5,0,0,80,11689,170,18,0,6,paperSoccer,rbg,--skip-redundant-tags
416,1.1956521739130437,232,33,880,445,8,742,16,5,0,0,80,11689,136,18,0,6,paperSoccer,rbg,--skip-self-assignments
416,1.1956521739130437,232,33,880,445,8,742,16,5,0,0,80,11689,136,18,0,6,paperSoccer,rbg,--skip-self-comparisons
464,1.1730769230769231,232,33,976,445,8,838,16,5,0,0,80,11689,184,18,0,6,paperSoccer,rbg,--skip-unused-tags
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,538,5,13,0,5,breakthrough_9x9,rbg,--enable-all-optimizations
64,1.0985221674876848,30,6,223,98,3,214,20,10,0,0,95,865,14,13,0,7,breakthrough_9x9,rbg,none
29,1.30188679245283,28,8,69,38,3,56,4,2,0,0,3,538,5,13,0,5,breakthrough_9x9,rbg,--compact-comparisons
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,538,5,13,0,5,breakthrough_9x9,rbg,--compact-reachability
29,1.125984251968504,28,8,143,92,3,132,8,4,0,0,73,538,5,13,0,5,breakthrough_9x9,rbg,--compact-skip-edges
37,1.2153846153846153,22,4,79,40,3,72,12,6,0,0,3,538,5,13,0,5,breakthrough_9x9,rbg,--inline-assignment
29,1.253968253968254,22,8,79,40,3,74,20,10,0,0,3,538,5,13,0,5,breakthrough_9x9,rbg,--inline-reachability
29,1.280701754385965,28,8,73,40,3,62,8,4,0,0,3,538,5,13,0,5,breakthrough_9x9,rbg,--join-exclusive-edges
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,538,5,13,0,5,breakthrough_9x9,rbg,--join-fork-prefixes
32,1.2,28,8,72,43,3,63,4,2,0,0,3,538,5,13,0,5,breakthrough_9x9,rbg,--join-fork-suffixes
29,1.2264150943396226,24,4,65,38,3,56,4,2,0,0,3,538,5,13,0,5,breakthrough_9x9,rbg,--merge-accesses
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,538,5,13,0,5,breakthrough_9x9,rbg,--propagate-constants
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,538,5,13,0,5,breakthrough_9x9,rbg,--prune-self-loops
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,538,5,13,0,5,breakthrough_9x9,rbg,--prune-singleton-types
29,1.1935483870967742,30,8,74,38,3,73,4,2,0,0,6,538,5,13,0,5,breakthrough_9x9,rbg,--prune-unreachable-nodes
29,1.2264150943396226,24,10,65,38,3,56,4,2,0,0,3,538,5,13,0,5,breakthrough_9x9,rbg,--prune-unused-constants
37,1.1967213114754098,24,10,73,46,3,64,4,2,0,0,3,865,5,13,0,7,breakthrough_9x9,rbg,--prune-unused-variables
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,538,5,13,0,5,breakthrough_9x9,rbg,--reorder-conditions
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,1,538,7,13,0,5,breakthrough_9x9,rbg,--skip-artificial-tags
29,1.206896551724138,24,8,70,43,3,61,4,2,0,0,3,538,10,13,0,5,breakthrough_9x9,rbg,--skip-redundant-tags
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,538,5,13,0,5,breakthrough_9x9,rbg,--skip-self-assignments
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,538,5,13,0,5,breakthrough_9x9,rbg,--skip-self-comparisons
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,538,5,13,0,5,breakthrough_9x9,rbg,--skip-unused-tags
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,410,5,13,0,5,breakthrough_7x7,rbg,--enable-all-optimizations
64,1.0985221674876848,30,6,223,98,3,214,20,10,0,0,95,609,14,13,0,7,breakthrough_7x7,rbg,none
29,1.30188679245283,28,8,69,38,3,56,4,2,0,0,3,410,5,13,0,5,breakthrough_7x7,rbg,--compact-comparisons
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,410,5,13,0,5,breakthrough_7x7,rbg,--compact-reachability
29,1.125984251968504,28,8,143,92,3,132,8,4,0,0,73,410,5,13,0,5,breakthrough_7x7,rbg,--compact-skip-edges
37,1.2153846153846153,22,4,79,40,3,72,12,6,0,0,3,410,5,13,0,5,breakthrough_7x7,rbg,--inline-assignment
29,1.253968253968254,22,8,79,40,3,74,20,10,0,0,3,410,5,13,0,5,breakthrough_7x7,rbg,--inline-reachability
29,1.280701754385965,28,8,73,40,3,62,8,4,0,0,3,410,5,13,0,5,breakthrough_7x7,rbg,--join-exclusive-edges
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,410,5,13,0,5,breakthrough_7x7,rbg,--join-fork-prefixes
32,1.2,28,8,72,43,3,63,4,2,0,0,3,410,5,13,0,5,breakthrough_7x7,rbg,--join-fork-suffixes
29,1.2264150943396226,24,4,65,38,3,56,4,2,0,0,3,410,5,13,0,5,breakthrough_7x7,rbg,--merge-accesses
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,410,5,13,0,5,breakthrough_7x7,rbg,--propagate-constants
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,410,5,13,0,5,breakthrough_7x7,rbg,--prune-self-loops
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,410,5,13,0,5,breakthrough_7x7,rbg,--prune-singleton-types
29,1.1935483870967742,30,8,74,38,3,73,4,2,0,0,6,410,5,13,0,5,breakthrough_7x7,rbg,--prune-unreachable-nodes
29,1.2264150943396226,24,10,65,38,3,56,4,2,0,0,3,410,5,13,0,5,breakthrough_7x7,rbg,--prune-unused-constants
37,1.1967213114754098,24,10,73,46,3,64,4,2,0,0,3,609,5,13,0,7,breakthrough_7x7,rbg,--prune-unused-variables
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,410,5,13,0,5,breakthrough_7x7,rbg,--reorder-conditions
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,1,410,7,13,0,5,breakthrough_7x7,rbg,--skip-artificial-tags
29,1.206896551724138,24,8,70,43,3,61,4,2,0,0,3,410,10,13,0,5,breakthrough_7x7,rbg,--skip-redundant-tags
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,410,5,13,0,5,breakthrough_7x7,rbg,--skip-self-assignments
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,410,5,13,0,5,breakthrough_7x7,rbg,--skip-self-comparisons
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,410,5,13,0,5,breakthrough_7x7,rbg,--skip-unused-tags
387,1.5503355704697988,380,31,1161,492,16,750,8,4,0,0,266,2526,120,24,0,11,chess_kingCapture,rbg,--enable-all-optimizations
606,1.2330532212885157,382,20,2201,898,16,1796,20,10,0,0,883,2526,310,24,0,11,chess_kingCapture,rbg,none
387,1.5503355704697988,380,31,1161,492,16,750,8,4,0,0,266,2526,120,24,0,11,chess_kingCapture,rbg,--compact-comparisons
387,1.5503355704697988,380,31,1161,492,16,750,8,4,0,0,266,2526,120,24,0,11,chess_kingCapture,rbg,--compact-reachability
389,1.276964047936085,380,31,1918,770,16,1507,8,4,0,0,1021,2526,120,24,0,11,chess_kingCapture,rbg,--compact-skip-edges
582,1.4411452810180276,374,20,1359,500,16,950,16,6,0,0,267,2526,120,24,0,11,chess_kingCapture,rbg,--inline-assignment
