assign_edges,average_branching,comparison_edges,constants,edges,main_automaton_nodes,max_branching,nodes,reachability_edges,reachability_subautomatons,repeat_nodes,repeat_or_unique_nodes,skip_edges,state_size,tag_edges,typedefs,unique_nodes,variables,game,language,flags
387,1.545938748335553,374,31,1167,492,16,762,20,10,0,0,266,2526,120,24,0,11,chess_kingCapture,rbg,--inline-reachability
387,1.5503355704697988,380,31,1161,492,16,750,8,4,0,0,266,2526,120,24,0,11,chess_kingCapture,rbg,--join-exclusive-edges
393,1.503067484662577,380,31,1231,530,16,820,8,4,0,0,330,2526,120,24,0,11,chess_kingCapture,rbg,--join-fork-prefixes
390,1.5423280423280423,388,31,1172,503,16,761,8,4,0,0,266,2526,120,24,0,11,chess_kingCapture,rbg,--join-fork-suffixes
387,1.5503355704697988,380,20,1161,492,16,750,8,4,0,0,266,2526,120,24,0,11,chess_kingCapture,rbg,--merge-accesses
387,1.5503355704697988,380,31,1161,492,16,750,8,4,0,0,266,2526,120,24,0,11,chess_kingCapture,rbg,--propagate-constants
387,1.5503355704697988,380,31,1161,492,16,750,8,4,0,0,266,2526,120,24,0,11,chess_kingCapture,rbg,--prune-self-loops
387,1.5503355704697988,380,31,1161,492,16,750,8,4,0,0,266,2526,120,24,0,11,chess_kingCapture,rbg,--prune-singleton-types
387,1.543046357615894,388,31,1171,492,16,766,8,4,0,0,268,2526,120,24,0,11,chess_kingCapture,rbg,--prune-unreachable-nodes
387,1.5503355704697988,380,31,1161,492,16,750,8,4,0,0,266,2526,120,24,0,11,chess_kingCapture,rbg,--prune-unused-constants
387,1.5503355704697988,380,31,1161,492,16,750,8,4,0,0,266,2526,120,24,0,11,chess_kingCapture,rbg,--prune-unused-variables
387,1.5503355704697988,380,31,1161,492,16,750,8,4,0,0,266,2526,120,24,0,11,chess_kingCapture,rbg,--reorder-conditions
387,1.5583892617449664,380,31,1161,492,16,750,8,4,0,0,192,2526,194,24,0,11,chess_kingCapture,rbg,--skip-artificial-tags
389,1.5203045685279188,380,31,1204,534,16,793,8,4,0,0,267,2526,160,24,0,11,chess_kingCapture,rbg,--skip-redundant-tags
387,1.5503355704697988,380,31,1161,492,16,750,8,4,0,0,266,2526,120,24,0,11,chess_kingCapture,rbg,--skip-self-assignments
387,1.5503355704697988,380,31,1161,492,16,750,8,4,0,0,266,2526,120,24,0,11,chess_kingCapture,rbg,--skip-self-comparisons
387,1.5503355704697988,380,31,1161,492,16,750,8,4,0,0,266,2526,120,24,0,11,chess_kingCapture,rbg,--skip-unused-tags
528,1.788675429726997,726,30,1769,370,16,1002,52,12,0,0,381,1586,82,25,0,10,chess_200,rbg,--enable-all-optimizations
962,1.2704673516738485,730,20,3833,910,16,3042,80,24,0,0,1817,2626,244,25,0,11,chess_200,rbg,none
528,1.788675429726997,726,30,1769,370,16,1002,52,12,0,0,381,1586,82,25,0,10,chess_200,rbg,--compact-comparisons
528,1.788675429726997,726,30,1769,370,16,1002,52,12,0,0,381,1586,82,25,0,10,chess_200,rbg,--compact-reachability
544,1.3238476953907816,728,30,3311,780,16,2510,60,14,0,0,1889,1586,90,25,0,10,chess_200,rbg,--compact-skip-edges
605,1.725925925925926,716,18,1864,377,16,1097,72,16,0,0,389,1586,82,25,0,10,chess_200,rbg,--inline-assignment
528,1.7781094527363184,718,30,1787,372,16,1030,76,24,0,0,383,1586,82,25,0,10,chess_200,rbg,--inline-reachability
528,1.7895266868076536,726,30,1777,372,16,1008,60,14,0,0,381,1586,82,25,0,10,chess_200,rbg,--join-exclusive-edges
528,1.7006039689387402,728,30,1971,410,16,1172,52,12,0,0,573,1586,90,25,0,10,chess_200,rbg,--join-fork-prefixes
553,1.760233918128655,738,30,1806,391,16,1039,52,12,0,0,381,1586,82,25,0,10,chess_200,rbg,--join-fork-suffixes
528,1.788675429726997,726,18,1769,370,16,1002,52,12,0,0,381,1586,82,25,0,10,chess_200,rbg,--merge-accesses
528,1.788675429726997,726,30,1769,370,16,1002,52,12,0,0,381,1586,82,25,0,10,chess_200,rbg,--propagate-constants
528,1.788675429726997,726,30,1769,370,16,1002,52,12,0,0,381,1586,82,25,0,10,chess_200,rbg,--prune-self-loops
528,1.788675429726997,726,30,1769,370,16,1002,52,12,0,0,381,1586,82,25,0,10,chess_200,rbg,--prune-singleton-types
528,1.7738095238095235,736,30,1788,370,16,1033,58,12,0,0,384,1586,82,25,0,10,chess_200,rbg,--prune-unreachable-nodes
528,1.788675429726997,726,32,1769,370,16,1002,52,12,0,0,381,1586,82,25,0,10,chess_200,rbg,--prune-unused-constants
626,1.7123287671232876,726,32,1875,476,16,1108,52,12,0,0,381,2626,90,25,0,11,chess_200,rbg,--prune-unused-variables
528,1.7870837537840565,726,30,1771,372,16,1004,52,12,0,0,381,1586,84,25,0,10,chess_200,rbg,--reorder-conditions
528,1.788675429726997,726,30,1769,370,16,1002,52,12,0,0,321,1586,142,25,0,10,chess_200,rbg,--skip-artificial-tags
528,1.7624633431085044,726,30,1803,404,16,1036,52,12,0,0,381,1586,116,25,0,10,chess_200,rbg,--skip-redundant-tags
528,1.788675429726997,726,30,1769,370,16,1002,52,12,0,0,381,1586,82,25,0,10,chess_200,rbg,--skip-self-assignments
528,1.788675429726997,726,30,1769,370,16,1002,52,12,0,0,381,1586,82,25,0,10,chess_200,rbg,--skip-self-comparisons
528,1.788675429726997,726,30,1769,370,16,1002,52,12,0,0,381,1586,82,25,0,10,chess_200,rbg,--skip-unused-tags
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,314,5,13,0,5,breakthrough_5x5,rbg,--enable-all-optimizations
64,1.0985221674876848,30,6,223,98,3,214,20,10,0,0,95,417,14,13,0,7,breakthrough_5x5,rbg,none
29,1.30188679245283,28,8,69,38,3,56,4,2,0,0,3,314,5,13,0,5,breakthrough_5x5,rbg,--compact-comparisons
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,314,5,13,0,5,breakthrough_5x5,rbg,--compact-reachability
29,1.125984251968504,28,8,143,92,3,132,8,4,0,0,73,314,5,13,0,5,breakthrough_5x5,rbg,--compact-skip-edges
37,1.2153846153846153,22,4,79,40,3,72,12,6,0,0,3,314,5,13,0,5,breakthrough_5x5,rbg,--inline-assignment
29,1.253968253968254,22,8,79,40,3,74,20,10,0,0,3,314,5,13,0,5,breakthrough_5x5,rbg,--inline-reachability
29,1.280701754385965,28,8,73,40,3,62,8,4,0,0,3,314,5,13,0,5,breakthrough_5x5,rbg,--join-exclusive-edges
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,314,5,13,0,5,breakthrough_5x5,rbg,--join-fork-prefixes
32,1.2,28,8,72,43,3,63,4,2,0,0,3,314,5,13,0,5,breakthrough_5x5,rbg,--join-fork-suffixes
29,1.2264150943396226,24,4,65,38,3,56,4,2,0,0,3,314,5,13,0,5,breakthrough_5x5,rbg,--merge-accesses
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,314,5,13,0,5,breakthrough_5x5,rbg,--propagate-constants
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,314,5,13,0,5,breakthrough_5x5,rbg,--prune-self-loops
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,314,5,13,0,5,breakthrough_5x5,rbg,--prune-singleton-types
29,1.1935483870967742,30,8,74,38,3,73,4,2,0,0,6,314,5,13,0,5,breakthrough_5x5,rbg,--prune-unreachable-nodes
29,1.2264150943396226,24,10,65,38,3,56,4,2,0,0,3,314,5,13,0,5,breakthrough_5x5,rbg,--prune-unused-constants
37,1.1967213114754098,24,10,73,46,3,64,4,2,0,0,3,417,5,13,0,7,breakthrough_5x5,rbg,--prune-unused-variables
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,314,5,13,0,5,breakthrough_5x5,rbg,--reorder-conditions
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,1,314,7,13,0,5,breakthrough_5x5,rbg,--skip-artificial-tags
29,1.206896551724138,24,8,70,43,3,61,4,2,0,0,3,314,10,13,0,5,breakthrough_5x5,rbg,--skip-redundant-tags
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,314,5,13,0,5,breakthrough_5x5,rbg,--skip-self-assignments
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,314,5,13,0,5,breakthrough_5x5,rbg,--skip-self-comparisons
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,314,5,13,0,5,breakthrough_5x5,rbg,--skip-unused-tags
25,1.2736842105263158,60,24,121,26,8,100,8,4,0,0,24,1340,4,18,0,5,gomoku_standard,rbg,--enable-all-optimizations
98,1.079155672823219,60,10,409,66,8,406,36,26,0,0,203,2469,12,18,0,7,gomoku_standard,rbg,none
25,1.2736842105263158,60,24,121,26,8,100,8,4,0,0,24,1340,4,18,0,5,gomoku_standard,rbg,--compact-comparisons
25,1.2736842105263158,60,24,121,26,8,100,8,4,0,0,24,1340,4,18,0,5,gomoku_standard,rbg,--compact-reachability
29,1.1132075471698113,60,24,295,56,8,272,16,6,0,0,186,1340,4,18,0,5,gomoku_standard,rbg,--compact-skip-edges
75,1.1717791411042944,60,8,191,28,8,186,28,22,0,0,24,1340,4,18,0,5,gomoku_standard,rbg,--inline-assignment
29,1.2439024390243902,60,24,153,28,8,150,36,26,0,0,24,1340,4,18,0,5,gomoku_standard,rbg,--inline-reachability
27,1.297029702970297,60,24,131,28,8,108,16,6,0,0,24,1340,4,18,0,5,gomoku_standard,rbg,--join-exclusive-edges
29,1.2702702702702702,60,24,141,28,8,118,16,6,0,0,32,1340,4,18,0,5,gomoku_standard,rbg,--join-fork-prefixes
28,1.2653061224489797,60,24,124,29,8,103,8,4,0,0,24,1340,4,18,0,5,gomoku_standard,rbg,--join-fork-suffixes
25,1.2736842105263158,60,8,121,26,8,100,8,4,0,0,24,1340,4,18,0,5,gomoku_standard,rbg,--merge-accesses
25,1.2736842105263158,60,24,121,26,8,100,8,4,0,0,24,1340,4,18,0,5,gomoku_standard,rbg,--propagate-constants
25,1.2736842105263158,60,24,121,26,8,100,8,4,0,0,24,1340,4,18,0,5,gomoku_standard,rbg,--prune-self-loops
25,1.2736842105263158,60,24,121,26,8,100,8,4,0,0,24,1340,4,18,0,5,gomoku_standard,rbg,--prune-singleton-types
29,1.2113821138211385,76,24,149,26,8,150,12,4,0,0,28,1340,4,18,0,5,gomoku_standard,rbg,--prune-unreachable-nodes
25,1.2736842105263158,60,26,121,26,8,100,8,4,0,0,24,1340,4,18,0,5,gomoku_standard,rbg,--prune-unused-constants
29,1.2626262626262623,60,26,125,30,8,104,8,4,0,0,24,2469,4,18,0,7,gomoku_standard,rbg,--prune-unused-variables
25,1.2736842105263158,60,24,121,26,8,100,8,4,0,0,24,1340,4,18,0,5,gomoku_standard,rbg,--reorder-conditions
25,1.2736842105263158,60,24,121,26,8,100,8,4,0,0,24,1340,4,18,0,5,gomoku_standard,rbg,--skip-artificial-tags
25,1.2524271844660195,60,24,129,34,8,108,8,4,0,0,24,1340,12,18,0,5,gomoku_standard,rbg,--skip-redundant-tags
25,1.2736842105263158,60,24,121,26,8,100,8,4,0,0,24,1340,4,18,0,5,gomoku_standard,rbg,--skip-self-assignments
25,1.2736842105263158,60,24,121,26,8,100,8,4,0,0,24,1340,4,18,0,5,gomoku_standard,rbg,--skip-self-comparisons
25,1.2736842105263158,60,24,121,26,8,100,8,4,0,0,24,1340,4,18,0,5,gomoku_standard,rbg,--skip-unused-tags
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,614,5,13,0,5,breakthrough_10x10,rbg,--enable-all-optimizations
64,1.0985221674876848,30,6,223,98,3,214,20,10,0,0,95,1017,14,13,0,7,breakthrough_10x10,rbg,none
29,1.30188679245283,28,8,69,38,3,56,4,2,0,0,3,614,5,13,0,5,breakthrough_10x10,rbg,--compact-comparisons
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,614,5,13,0,5,breakthrough_10x10,rbg,--compact-reachability
29,1.125984251968504,28,8,143,92,3,132,8,4,0,0,73,614,5,13,0,5,breakthrough_10x10,rbg,--compact-skip-edges
37,1.2153846153846153,22,4,79,40,3,72,12,6,0,0,3,614,5,13,0,5,breakthrough_10x10,rbg,--inline-assignment
29,1.253968253968254,22,8,79,40,3,74,20,10,0,0,3,614,5,13,0,5,breakthrough_10x10,rbg,--inline-reachability
29,1.280701754385965,28,8,73,40,3,62,8,4,0,0,3,614,5,13,0,5,breakthrough_10x10,rbg,--join-exclusive-edges
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,614,5,13,0,5,breakthrough_10x10,rbg,--join-fork-prefixes
32,1.2,28,8,72,43,3,63,4,2,0,0,3,614,5,13,0,5,breakthrough_10x10,rbg,--join-fork-suffixes
29,1.2264150943396226,24,4,65,38,3,56,4,2,0,0,3,614,5,13,0,5,breakthrough_10x10,rbg,--merge-accesses
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,614,5,13,0,5,breakthrough_10x10,rbg,--propagate-constants
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,614,5,13,0,5,breakthrough_10x10,rbg,--prune-self-loops
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,614,5,13,0,5,breakthrough_10x10,rbg,--prune-singleton-types
29,1.1935483870967742,30,8,74,38,3,73,4,2,0,0,6,614,5,13,0,5,breakthrough_10x10,rbg,--prune-unreachable-nodes
29,1.2264150943396226,24,10,65,38,3,56,4,2,0,0,3,614,5,13,0,5,breakthrough_10x10,rbg,--prune-unused-constants
37,1.1967213114754098,24,10,73,46,3,64,4,2,0,0,3,1017,5,13,0,7,breakthrough_10x10,rbg,--prune-unused-variables
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,614,5,13,0,5,breakthrough_10x10,rbg,--reorder-conditions
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,1,614,7,13,0,5,breakthrough_10x10,rbg,--skip-artificial-tags
29,1.206896551724138,24,8,70,43,3,61,4,2,0,0,3,614,10,13,0,5,breakthrough_10x10,rbg,--skip-redundant-tags
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,614,5,13,0,5,breakthrough_10x10,rbg,--skip-self-assignments
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,614,5,13,0,5,breakthrough_10x10,rbg,--skip-self-comparisons
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,614,5,13,0,5,breakthrough_10x10,rbg,--skip-unused-tags
222,1.3701799485861184,113,11,533,230,5,435,152,45,0,0,15,6164,31,20,0,9,go,rbg,--enable-all-optimizations
370,1.1334418226200162,112,10,1393,466,5,1309,186,79,0,0,625,6525,100,20,0,10,go,rbg,none
222,1.3701799485861184,113,11,533,230,5,435,152,45,0,0,15,6164,31,20,0,9,go,rbg,--compact-comparisons
222,1.365482233502538,113,11,538,230,5,440,152,45,0,0,20,6164,31,20,0,9,go,rbg,--compact-reachability
248,1.1889671361502347,113,11,1022,399,5,900,156,47,0,0,474,6164,31,20,0,9,go,rbg,--compact-skip-edges
313,1.2950819672131149,113,10,632,231,5,534,152,45,0,0,23,6164,31,20,0,9,go,rbg,--inline-assignment
214,1.327790973871734,111,11,559,232,5,501,186,79,0,0,17,6164,31,20,0,9,go,rbg,--inline-reachability
222,1.3701799485861184,113,11,533,230,5,435,152,45,0,0,15,6164,31,20,0,9,go,rbg,--join-exclusive-edges
248,1.3926096997690531,113,11,603,254,5,479,152,45,0,0,59,6164,31,20,0,9,go,rbg,--join-fork-prefixes
257,1.3380281690140845,114,11,570,267,5,472,152,45,0,0,15,6164,32,20,0,9,go,rbg,--join-fork-suffixes
222,1.3701799485861184,113,10,533,230,5,435,152,45,0,0,15,6164,31,20,0,9,go,rbg,--merge-accesses
222,1.3701799485861184,113,11,533,230,5,435,152,45,0,0,15,6164,31,20,0,9,go,rbg,--propagate-constants
222,1.3701799485861184,113,11,533,230,5,435,152,45,0,0,15,6164,31,20,0,9,go,rbg,--prune-self-loops
222,1.3701799485861184,113,11,533,230,5,435,152,45,0,0,15,6164,31,20,0,9,go,rbg,--prune-singleton-types
262,1.3458333333333334,147,11,646,230,5,560,168,45,0,0,38,6164,31,20,0,9,go,rbg,--prune-unreachable-nodes
222,1.3701799485861184,113,11,533,230,5,435,152,45,0,0,15,6164,31,20,0,9,go,rbg,--prune-unused-constants
222,1.3701799485861184,113,11,533,230,5,435,152,45,0,0,15,6525,31,20,0,10,go,rbg,--prune-unused-variables
222,1.3701799485861184,113,11,533,230,5,435,152,45,0,0,15,6164,31,20,0,9,go,rbg,--reorder-conditions
222,1.3701799485861184,113,11,533,230,5,435,152,45,0,0,3,6164,43,20,0,9,go,rbg,--skip-artificial-tags
224,1.3388235294117647,114,11,569,258,5,471,152,45,0,0,23,6164,56,20,0,9,go,rbg,--skip-redundant-tags
222,1.3701799485861184,113,11,533,230,5,435,152,45,0,0,15,6164,31,20,0,9,go,rbg,--skip-self-assignments
222,1.3701799485861184,113,11,533,230,5,435,152,45,0,0,15,6164,31,20,0,9,go,rbg,--skip-self-comparisons
222,1.3701799485861184,113,11,533,230,5,435,152,45,0,0,15,6164,31,20,0,9,go,rbg,--skip-unused-tags
167,1.3245192307692308,103,8,551,403,8,424,14,7,0,0,129,816,138,18,0,5,amazons_split5plus,rbg,--enable-all-optimizations
364,1.1450634307777166,165,10,2076,756,8,2051,316,237,0,0,1091,1421,140,18,0,7,amazons_split5plus,rbg,none
167,1.3245192307692308,103,8,551,403,8,424,14,7,0,0,129,816,138,18,0,5,amazons_split5plus,rbg,--compact-comparisons
167,1.3245192307692308,103,8,551,403,8,424,14,7,0,0,129,816,138,18,0,5,amazons_split5plus,rbg,--compact-reachability
167,1.2194444444444446,167,8,1349,648,8,1158,154,77,0,0,723,816,138,18,0,5,amazons_split5plus,rbg,--compact-skip-edges
273,1.428343949044586,139,8,897,473,8,706,154,77,0,0,193,816,138,18,0,5,amazons_split5plus,rbg,--inline-assignment
159,1.3683473389355745,165,8,977,473,8,952,316,237,0,0,199,816,138,18,0,5,amazons_split5plus,rbg,--inline-reachability
167,1.3245192307692308,103,8,551,403,8,424,14,7,0,0,129,816,138,18,0,5,amazons_split5plus,rbg,--join-exclusive-edges
167,1.3245192307692308,103,8,551,403,8,424,14,7,0,0,129,816,138,18,0,5,amazons_split5plus,rbg,--join-fork-prefixes
172,1.320665083135392,103,8,556,408,8,429,14,7,0,0,129,816,138,18,0,5,amazons_split5plus,rbg,--join-fork-suffixes
167,1.3245192307692308,103,8,551,403,8,424,14,7,0,0,129,816,138,18,0,5,amazons_split5plus,rbg,--merge-accesses
167,1.3245192307692308,103,8,551,403,8,424,14,7,0,0,129,816,138,18,0,5,amazons_split5plus,rbg,--propagate-constants
167,1.3245192307692308,103,8,551,403,8,424,14,7,0,0,129,816,138,18,0,5,amazons_split5plus,rbg,--prune-self-loops
167,1.3245192307692308,103,8,551,403,8,424,14,7,0,0,129,816,138,18,0,5,amazons_split5plus,rbg,--prune-singleton-types
167,1.2089783281733746,199,8,781,403,8,884,14,7,0,0,263,816,138,18,0,5,amazons_split5plus,rbg,--prune-unreachable-nodes
167,1.3245192307692308,103,10,551,403,8,424,14,7,0,0,129,816,138,18,0,5,amazons_split5plus,rbg,--prune-unused-constants
179,1.3154205607476634,103,10,563,415,8,436,14,7,0,0,129,1421,138,18,0,7,amazons_split5plus,rbg,--prune-unused-variables
167,1.3245192307692308,103,8,551,403,8,424,14,7,0,0,129,816,138,18,0,5,amazons_split5plus,rbg,--reorder-conditions
167,1.3245192307692308,103,8,551,403,8,424,14,7,0,0,129,816,138,18,0,5,amazons_split5plus,rbg,--skip-artificial-tags
167,1.3229665071770336,103,8,553,405,8,426,14,7,0,0,129,816,140,18,0,5,amazons_split5plus,rbg,--skip-redundant-tags
167,1.3245192307692308,103,8,551,403,8,424,14,7,0,0,129,816,138,18,0,5,amazons_split5plus,rbg,--skip-self-assignments
167,1.3245192307692308,103,8,551,403,8,424,14,7,0,0,129,816,138,18,0,5,amazons_split5plus,rbg,--skip-self-comparisons
167,1.3245192307692308,103,8,551,403,8,424,14,7,0,0,129,816,138,18,0,5,amazons_split5plus,rbg,--skip-unused-tags
215,1.2751196172248804,157,16,533,275,4,456,100,37,0,0,20,466,41,18,0,8,theMillGame_split,rbg,--enable-all-optimizations
651,1.0668616798997077,280,14,2553,587,6,2531,280,137,0,0,902,490,440,18,0,9,theMillGame_split,rbg,none
215,1.2751196172248804,157,16,533,275,4,456,100,37,0,0,20,466,41,18,0,8,theMillGame_split,rbg,--compact-comparisons
215,1.2751196172248804,157,16,533,275,4,456,100,37,0,0,20,466,41,18,0,8,theMillGame_split,rbg,--compact-reachability
287,1.0971882640586796,213,16,1795,447,4,1686,192,49,0,0,1061,466,42,18,0,8,theMillGame_split,rbg,--compact-skip-edges
348,1.2086811352253757,149,14,724,286,4,649,124,49,0,0,61,466,42,18,0,8,theMillGame_split,rbg,--inline-assignment
287,1.2086614173228347,236,16,921,286,6,900,280,137,0,0,76,466,42,18,0,8,theMillGame_split,rbg,--inline-reachability
231,1.3212121212121213,155,16,654,286,4,545,192,49,0,0,34,466,42,18,0,8,theMillGame_split,rbg,--join-exclusive-edges
287,1.2427921092564491,226,16,819,289,6,709,184,49,0,0,80,466,42,18,0,8,theMillGame_split,rbg,--join-fork-prefixes
277,1.2390852390852392,157,16,596,338,4,519,100,37,0,0,20,466,42,18,0,8,theMillGame_split,rbg,--join-fork-suffixes
215,1.2751196172248804,157,14,533,275,4,456,100,37,0,0,20,466,41,18,0,8,theMillGame_split,rbg,--merge-accesses
215,1.271461716937355,171,16,548,278,4,469,100,37,0,0,20,466,42,18,0,8,theMillGame_split,rbg,--propagate-constants
215,1.2751196172248804,157,16,533,275,4,456,100,37,0,0,20,466,41,18,0,8,theMillGame_split,rbg,--prune-self-loops
215,1.2751196172248804,157,16,533,275,4,456,100,37,0,0,20,466,41,18,0,8,theMillGame_split,rbg,--prune-singleton-types
295,1.1448362720403022,303,16,909,275,4,932,168,37,0,0,102,466,41,18,0,8,theMillGame_split,rbg,--prune-unreachable-nodes
215,1.2751196172248804,157,18,533,275,4,456,100,37,0,0,20,466,41,18,0,8,theMillGame_split,rbg,--prune-unused-constants
215,1.2751196172248804,157,16,533,275,4,456,100,37,0,0,20,490,41,18,0,9,theMillGame_split,rbg,--prune-unused-variables
219,1.296875,175,16,581,275,4,486,118,37,0,0,28,466,41,18,0,8,theMillGame_split,rbg,--reorder-conditions
215,1.2751196172248804,157,16,533,275,4,456,100,37,0,0,0,466,61,18,0,8,theMillGame_split,rbg,--skip-artificial-tags
215,1.2224334600760456,155,16,643,340,4,568,108,41,0,0,61,466,104,18,0,8,theMillGame_split,rbg,--skip-redundant-tags
215,1.2751196172248804,157,16,533,275,4,456,100,37,0,0,20,466,41,18,0,8,theMillGame_split,rbg,--skip-self-assignments
215,1.2751196172248804,157,16,533,275,4,456,100,37,0,0,20,466,41,18,0,8,theMillGame_split,rbg,--skip-self-comparisons
215,1.2751196172248804,157,16,533,275,4,456,100,37,0,0,20,466,41,18,0,8,theMillGame_split,rbg,--skip-unused-tags
183,1.530612244897959,268,10,600,227,12,413,46,20,0,0,33,462,70,15,0,6,englishDraughts_split,rbg,--enable-all-optimizations
604,1.127591706539075,308,8,2121,710,8,1946,134,64,0,0,845,692,230,15,0,8,englishDraughts_split,rbg,none
183,1.530612244897959,268,10,600,227,12,413,46,20,0,0,33,462,70,15,0,6,englishDraughts_split,rbg,--compact-comparisons
183,1.530612244897959,268,10,600,227,12,413,46,20,0,0,33,462,70,15,0,6,englishDraughts_split,rbg,--compact-reachability
223,1.1726408193123627,276,10,1603,586,5,1400,102,32,0,0,914,462,88,15,0,6,englishDraughts_split,rbg,--compact-skip-edges
331,1.4112478031634446,234,6,803,271,4,602,98,32,0,0,66,462,74,15,0,6,englishDraughts_split,rbg,--inline-assignment
207,1.467479674796748,282,10,722,271,12,557,122,64,0,0,37,462,74,15,0,6,englishDraughts_split,rbg,--inline-reachability
207,1.52,272,10,684,269,12,481,98,30,0,0,33,462,74,15,0,6,englishDraughts_split,rbg,--join-exclusive-edges
215,1.4612068965517242,276,10,678,289,12,485,50,20,0,0,49,462,88,15,0,6,englishDraughts_split,rbg,--join-fork-prefixes
228,1.4271047227926077,304,10,695,310,12,508,46,20,0,0,33,462,84,15,0,6,englishDraughts_split,rbg,--join-fork-suffixes
183,1.530612244897959,268,6,600,227,12,413,46,20,0,0,33,462,70,15,0,6,englishDraughts_split,rbg,--merge-accesses
183,1.530612244897959,268,10,600,227,12,413,46,20,0,0,33,462,70,15,0,6,englishDraughts_split,rbg,--propagate-constants
183,1.530612244897959,268,10,600,227,12,413,46,20,0,0,33,462,70,15,0,6,englishDraughts_split,rbg,--prune-self-loops
183,1.530612244897959,268,10,600,227,12,413,46,20,0,0,33,462,70,15,0,6,englishDraughts_split,rbg,--prune-singleton-types
223,1.4564796905222437,326,10,753,227,12,582,68,20,0,0,66,462,70,15,0,6,englishDraughts_split,rbg,--prune-unreachable-nodes
183,1.530612244897959,268,12,600,227,12,413,46,20,0,0,33,462,70,15,0,6,englishDraughts_split,rbg,--prune-unused-constants
259,1.4406779661016949,268,12,680,307,12,493,46,20,0,0,33,692,74,15,0,8,englishDraughts_split,rbg,--prune-unused-variables
183,1.5252525252525253,268,10,604,231,12,417,46,20,0,0,33,462,74,15,0,6,englishDraughts_split,rbg,--reorder-conditions
183,1.530612244897959,268,10,600,227,12,413,46,20,0,0,1,462,102,15,0,6,englishDraughts_split,rbg,--skip-artificial-tags
213,1.4488188976377954,272,10,736,310,12,537,86,28,0,0,54,462,111,15,0,6,englishDraughts_split,rbg,--skip-redundant-tags
